src_n,ra_deg,dec_deg,spin period,perr,est. period,sep,name,mean I,stdev I,max I,min I,I range,mean V,stdev V,max V,min V,V range,est. period method,references,best period,trusted new period,Raj superorbital,Raj superorbital err,best superorbital,other period,type,interesting flag,interesting note,type note,aperiodic,redder when brighter,I V-I corr,I V-I slope,I V-I int,V-I transition,mean abs I vs. V-I residual,mean abs faint residual,mean abs bright residual,residual slope diff,bright res monotonic frac,faint slope,faint int,bright slope,bright int,0.95 slope,0.95 int,5 bright slope,5 bright int,X-ray behavior,follow-up note,I skew,I kurtosis,V skew,V kurtosis,best auto det pd,Part,I IQR,pf period,pf amp,pf phase diff,pf phase max,pf phase min,pf diff mean,pf mean,pf skew ,pf kurtosis,pf symm sum,pf mean err,det stdev I,base num,calibration flag,stdev ratio,sig stdev ratio,total days,# dips/flares,days / dip/flare,loop metric
62,15.527875,-71.68772,967.0,0.83,101.94,0.21500342107582399,,14.3429314456036,0.12061247600828501,14.872,14.089,0.783,14.402859813084099,0.0824034352561903,14.798,14.295,0.503,,,,,,,,,2,,re-classified back to type 2 4/15/21 but position makes sense as in-between 2 and 5,,,check,-0.770909162338425,-1.58966071498851,14.4544998615556,,0.0531533902898115,0.0720368893162414,0.0385237734611589,-0.624547506522649,0.64,-0.36132228043370596,14.651117704851,-1.14667287780249,14.399408198071301,0.162673063101766,14.1264438329221,0.162673063101762,14.1264438329221,,,1.14099591898403,1.74448373103705,2.1783352199661397,6.73839679615659,102.10692647897899,1.0,0.11900000000000001,102.10692647897899,0.0223353195667411,0.75,0.34375,0.59375,0.0065544264498542705,14.339169384751699,-1.11202676897099,-0.249893478528901,0.00783475402558358,0.00147005873174007,0.0156415043125626,0.282,0.0,0.129683966619574,0.0953340992511218,6622.87125,3.0,2207.62375,-0.311867218909233
63,21.941542000000002,-73.54903,1062.0,0.6,0.0,0.134788935339901,,14.169550255536599,0.0457694628164949,14.242,13.659,0.583,14.4004347826087,0.0536699463200422,14.466,14.077,0.38899999999999907,,,656.0,,,,,,4,,,,,yes,-0.949075347309229,-2.43405824680656,14.7421890142256,,0.0196507625223381,0.0142707466358268,3.5527136788005e-15,-0.26394636230311397,0.0,-1.69006427180729,14.569365797646402,16.4655283074997,6.83106466782444,16.4655283074997,6.83106466782444,-2.73707671300968,14.838474870989598,,,-4.186131954823081,33.056634714664305,-4.73299456187568,25.8216706905067,163.509958186653,1.0,0.0350000000000001,656.0,0.10475712214804199,0.9375,0.34375,0.40625,0.01003485374894,14.162282606304801,-3.57161256851145,10.872909803626301,0.00101114798004381,0.0022324904529884,0.0394109686199607,-0.217000000000001,0.0,0.8610756210526759,0.264019339026112,3315.90108,0.0,0.0,-0.504431226234518
64,15.906292,-72.0258,1323.0,1.1,0.0,0.387538919345417,,14.5573411131059,0.0298440747961239,14.665,14.479,0.186,14.6444689265537,0.0341535316432499,14.727,14.562,0.165000000000001,X-ray,,,,,,,,6,1.0,"SNR with long spin period, strong orbital signal",,,check,-0.438890414493902,-0.445473553563406,14.599172536068199,,0.0237798933054672,0.0175864360909956,0.0144628533476011,-0.219728553222689,0.577464788732394,-0.0412123752049945,14.586405334319698,-0.309851122512696,14.5620800254929,1.44276078287685,14.3137105533629,0.118385146983798,14.4725680973451,,,0.0783769121308118,-0.114025302789723,0.0561657162031294,-0.623509419822496,26.170771120722698,1.0,0.0389999999999997,26.170771120722698,0.0464015929120443,0.4375,0.59375,0.15625,0.0193618953261951,14.555189047271199,-0.346474022983518,-1.35043575272317,0.00636095515443839,0.00201945370348528,0.0259387082054169,0.00799999999999912,0.0,0.869140972960763,0.817907398838694,8099.83163,0.0,0.0,0.509785724734051
65,13.692582999999999,-72.42306,4693.0,1.0,0.0,1.03499961959728,,15.364248728095,0.0166735110060768,15.4,15.293,0.106999999999999,15.574,0.0732805275246141,15.684000000000001,14.883,0.801,,,,,,,,,5,,,,,check,0.017847638278700003,0.00295629794480258,15.3688842609465,,0.019502606454674002,0.008895237666347191,0.00848290814873565,0.0246975494495038,0.588235294117647,0.154197962196572,15.361203271710401,-0.0303889403591786,15.357918792497001,0.254248741423196,15.266957890550001,0.880576962420887,15.1134827020771,,,-0.143940457011441,-0.905905072267933,-7.884030465149911,67.1503397207925,2.6889720984297,1.0,0.0460000000000012,2.6889720984297,0.00483507222441837,0.5,0.71875,0.21875,0.0026945698797769,15.365625565372401,0.11828688360349901,-1.20632423981753,5.6479834413940895e-05,0.000688541879530687,0.0073985057524277795,-0.0199999999999996,1.0,0.44372812359264496,0.398633507864908,8100.808209999999,0.0,0.0,0.826427767904303
67,10.532371000000001,-73.75095,0.0,0.66,0.0,1.47104003173179,,16.9536422077922,0.11966109571992001,17.125,16.67,0.45499999999999796,16.9682244897959,0.120362196921911,17.063,16.183,0.879999999999999,,,,,,,,,3,,,,,check,-0.327564983697488,-0.759884232926894,16.9709355754607,,0.0918846751753098,0.0165922366813665,0.0128920053242362,0.35329887578023,0.516129032258065,-0.724088459433834,17.0295330874918,-0.00109732180284478,16.739307426637403,-0.0125177021736293,16.726049487311002,-0.274487542700896,16.7319438313364,,,-0.738502133628385,-0.912022708638812,-2.60823440279327,10.7282906020493,102.968370622817,2.0,0.20274999999999802,102.968370622817,0.0202223389714291,0.625,0.53125,0.90625,0.00956931350183598,16.9515441686566,-0.153585694185873,-1.48054930686548,0.0098363883545061,0.0017839921173935399,0.0188600476241059,-0.221,0.0,0.15761219225545098,0.141662739313529,4244.73427,0.0,0.0,1.0242977934717
68,10.816116000000001,-73.410904,0.0,1.52,0.0,2.82056688406319,,16.8305756676558,0.0139914259962606,16.905,16.739,0.166000000000004,16.736717241379303,0.0190258276174244,16.793,16.705,0.088000000000001,,,,,,,,,6,,,,YES,check,-0.494874506016609,-0.278773783653737,16.804962342488302,,0.0160197378291524,0.009645239706873391,0.00932092611886478,0.130147569889937,0.558139534883721,-0.38938801942656304,16.815622545111403,-0.323656337167764,16.7861915216893,-111.04211762607599,8.39228876404494,-0.654443561713595,16.7388497123455,,,0.236244734271381,2.4497666252924,0.524017131700615,0.0139707111378047,5.81555088191267,2.0,0.017000000000003,5.81555088191267,0.00877667925230341,0.3125,0.28125,0.96875,0.00546042739323371,16.829779418129,0.842989583247723,0.896506308380038,0.0018062833125900898,0.00124975391180944,0.0130290308813082,0.00700000000000145,1.0,0.931215366095664,0.846615814472262,8105.88597,0.0,0.0,0.898369167501163
69,11.250834,-73.71298,0.0,1.72,0.0,1.64945348111386,,15.5511535620053,0.00766626828190655,15.584,15.477,0.107000000000001,15.630017647058802,0.0071714085329188,15.652000000000001,15.609000000000002,0.0429999999999993,,,,,,,,,6,,,,,check,-0.617273443317626,-0.4626385385109,15.5875842802493,,0.00542558622404183,0.00526027783564083,0.0033500688820504,-0.286285808360187,0.577981651376147,-0.353746353261383,15.594781081992199,-0.595115735157785,15.5950081295856,-0.341304742354235,15.562240885877,-0.387525596968026,15.567625689881499,,,-0.43121714994696,6.059094832142089,0.47257566014068,0.732675087851533,10.563404864182099,2.0,0.009000000000000341,10.563404864182099,0.0030483727215404603,0.6875,0.96875,0.28125,0.00170466568187044,15.550515381370099,0.197637897827703,-0.887259878167759,0.0008933331606052321,0.000638466825657598,0.00703109485088602,-0.00799999999999912,1.0,0.9171469862958449,0.808834920800303,6636.81928,0.0,0.0,0.458999176799746
71,12.078058,-73.34998,0.0,0.55,0.0,0.0431108040365839,,16.6812085008616,0.0140179443994151,16.828,16.612,0.215999999999998,16.54932,0.0255424665997629,16.679000000000002,16.500999999999998,0.177999999999997,,,,,,,,,6,,,,YES,check,-0.28530038114997,-0.15712988109716,16.6613429322934,,0.0173485835583279,0.0165926309252924,0.0149157648977792,-0.144346386687601,0.58273381294964,0.682201936799951,16.8280569121791,-0.41366937665197695,16.6215174311933,-77.291467837804,8.31025922763606,0.0641313945778,16.6373583506312,,,1.1866569669454,10.0445223012226,1.47499778384926,5.75056015137877,26.4874279139323,2.0,0.0159999999999982,26.4874279139323,0.007526752183249391,0.25,0.46875,0.21875,0.00442723023322977,16.6802566269592,0.327296546338901,0.443955977178786,0.00171925600360672,0.0012475478422341699,0.0132027487314818,0.0420000000000016,1.0,0.941846276122531,0.867638923051392,8105.93956,0.0,0.0,0.619715757327992
72,12.142035,-73.04181,0.0,0.69,414.91345,0.588422833110332,,14.713841182913498,0.0557754354721292,14.85,14.479000000000001,0.37100000000000094,14.8984662576687,0.048269219727602,15.012,14.748,0.264000000000001,,,,,,,,,5,,,,,check,-0.62546139496781,-0.736858551454767,14.852310408319699,,0.0380056371891476,0.024698982484308997,0.0225456737673772,0.0152881522852909,0.553846153846154,-0.363800582606704,14.8199793330436,-0.345502893403644,14.733220850766001,0.235384951102564,14.5262541349441,0.361458685403952,14.4993186271596,,,-0.296248514256903,-0.179276484271948,-0.390153262755839,0.398842136956886,416.53471834758597,2.0,0.0810000000000013,416.53471834758597,0.0915380306843136,0.4375,0.84375,0.40625,0.0402751407775489,14.713118560009901,-0.273583362016663,-1.36550745350538,0.0185181628210466,0.00447165863567432,0.0255577327983911,-0.0699999999999985,0.0,0.45822560742107005,0.39240232050385293,8105.93758,0.0,0.0,0.741896948884688
73,12.204167,-73.27361,0.0,4.37,0.0,1.74384001734721,,14.2859823562891,0.0447592335573628,14.444,14.214,0.23,14.5058831168831,0.0258863520306333,14.600999999999999,14.453,0.148000000000001,,,,,,,,,3,1.0,unique shape of round peaks/triangular dips,re-classified but still ambiguous,,check,-0.81248726518051,-0.804650798366756,14.463106015020001,,0.0177958185822565,0.0134001336913973,0.0121532320036423,-0.45299846853237896,0.574074074074074,-0.0662284069996591,14.355474949669098,-0.580040383534993,14.40161620905,-0.274661111999558,14.3036022919079,-0.274661111999396,14.3036022919078,,,1.01670244982108,0.520112291425987,1.17265872478312,2.15872944409566,2.16737973345977,2.0,0.0519999999999996,2.16737973345977,0.00398407431920234,0.5,0.90625,0.40625,0.0019276624849932102,14.2854767755601,-0.0631088114249781,-1.0898896882023,0.000778691739325004,0.0006442055830111121,0.00688347167400227,0.102,0.0,0.15378886381467002,0.134721709117993,8261.19757,0.0,0.0,0.287275067937765
75,12.306787,-73.1938,0.0,0.53,80.1,0.707051444753511,,16.2294267806268,0.084720903757634,16.469,16.012,0.457000000000001,16.5377870967742,0.0311576609119934,16.59,16.431,0.158999999999999,,,,,,,,,3,,,,,check,-0.9324284679802741,-1.11202352522905,16.5724011878326,,0.0236945704017723,0.020066543506493,0.0262824225148247,0.253623172621414,0.59375,-1.17928464062954,16.591067143673502,-0.884858166588884,16.4850247399758,-0.721427566922718,16.3165124193514,1.14759360765145,15.5490225046456,,,-0.287022088150968,-0.348481582747921,-1.02315989707833,0.850715178741491,80.7861718168593,2.0,0.127999999999997,80.7861718168593,0.0115067923886905,0.75,0.71875,0.96875,0.00583177001597268,16.2283672657471,0.203267437865217,-0.0490294316443092,0.00288941630027192,0.0012136477732474801,0.0132054900975224,-0.00599999999999668,0.0,0.15587050552836498,0.134910170572456,8261.19757,0.0,0.0,1.18104658809482
76,12.3425,-73.335,0.0,3.4,0.0,1.57773405714303,,16.9296847826087,0.0142686570469331,17.003,16.8,0.203000000000003,16.8458441558442,0.0195102802971771,16.969,16.785,0.184000000000001,,,,,,,,,6,,,,YES,check,-0.551610683652242,-0.29321653905127,16.9045063023696,,0.00927144977705368,0.007790443256396829,0.00599074600054166,-0.224321496501207,0.574712643678161,-0.0755706540432026,16.936790348108097,-0.200730539012853,16.9055546638433,-0.062905674966551,16.8882590638784,-0.0882773841261197,16.8917925778802,,,-0.120511460376737,5.12442189599371,1.36817749957977,9.08429583036581,3.41441501343049,2.0,0.0169999999999995,3.41441501343049,0.00703103939876115,0.6875,0.09375,0.40625,0.00357965695775464,16.9285819127437,-0.077160413467493,-0.816251975603895,0.0018560718337588301,0.00129810837713244,0.0137910310240451,0.00700000000000145,1.0,0.9665262104683728,0.877443329820294,8261.19757,0.0,0.0,0.521968400991464
77,12.377575,-73.519264,0.0,0.57,0.0,1.28904749676851,,19.236646627566,0.646089253747711,22.862,15.893,6.969,14.656,0.0316305056691935,14.815,14.610999999999999,0.203999999999999,,,,,,,,,5,1.0,messed up OII? dips?,,,check,-0.317220559408541,-0.185185963178442,18.31580647058,,0.0119769357050542,0.00493273212491103,0.00379566330926764,-0.40957646245497203,0.2,-0.0898861041196646,14.5068647207234,-0.42424777313715795,14.5153667244677,0.14912847667245901,14.400216870910802,-0.424247773137124,14.5153667244677,,,1.50519938231527,6.20118101005476,3.03099156913628,12.404027358164301,3.18816360173511,2.0,0.344749999999998,3.18816360173511,0.494051220642575,0.5625,0.90625,0.34375,0.271729438331994,19.2334497276414,0.369389505762237,-1.11315321121479,0.227935591149013,0.056502650485215,0.312907838442272,1.641,1.0,0.48431054475402,0.635977827618592,8261.188470000001,0.0,0.0,-0.177963364597852
78,12.423583,-72.81192,0.0,0.6,0.0,1.41882266686316,,19.758788187372698,0.233708427896451,22.076,18.319,3.757,17.645619047619,0.298500375080003,18.674,17.258,1.416,,,,,,,,,6,,,,,check,-1.27520072313201e-15,5.3066816447522e-16,19.69,,0.0,,,,,0.0,19.57,0.0,19.57,0.0,19.57,1.06503478330569e-14,19.57,,,1.42518670571411,11.2671545921205,2.00597823599577,4.13161172989818,7.741456882951679,2.0,0.23600000000000101,7.741456882951679,0.0896715918099496,0.5,0.28125,0.78125,0.0495452774680527,19.747935329412503,0.30519683197972997,-1.32298335823827,0.0360857229771463,0.0224601559421704,0.198793778391751,0.363000000000003,1.0,0.8506059459688391,0.833493037416854,6618.903179999999,0.0,0.0,
79,12.518333,-73.240555,0.0,1.59,0.0,0.813089150203569,,15.697129246064598,0.0105488502502525,15.729000000000001,15.5825,0.146499999999998,15.67916,0.0544553248085071,16.045,15.635,0.410000000000002,,,,,,,,,5,,,clarify if 6 or 7,YES,check,-0.258091825863731,-0.0405466761342281,15.6954474307791,,0.0181758344567221,0.0106846668277049,0.008065061907622009,0.300818564853291,0.582278481012658,-0.176459024951776,15.7267242272779,0.050054564958996704,15.697545639790098,-312.11425614078996,7.833549169118349,-0.676476696101598,15.6533847075614,,,-2.42348536616279,19.0264395731692,3.3511747114111,16.0469901197666,14.419813625971301,2.0,0.0109999999999992,14.419813625971301,0.00394885541496315,0.8125,0.15625,0.34375,0.00199978026839986,15.6960839253424,-0.167977162186558,-1.4245770101899,0.0020659572972129103,0.000929669478363075,0.008261674528044641,-0.0379999999999985,1.0,0.783182463685736,0.626297181054089,8261.19757,0.0,0.0,1.07636196399089
80,12.550833,-73.19889,0.0,1.69,0.0,0.0,,15.204009142857098,0.220315718722946,15.966,15.03,0.936,15.519339869281001,0.146826435412465,16.002,15.363,0.638999999999999,,,,,,,,,2,,,,,check,-0.741854162847265,-1.89134691924243,15.8075471762459,,0.100853932345737,0.0244216317419542,0.0505079562059702,0.777919983359002,0.657142857142857,-1.569861412412,16.0226878035335,-0.481632949408752,15.305113959413399,-0.0854901648492117,15.1039190052662,0.0278981030026824,15.041402820617002,,,2.21438949013944,3.89443076634512,2.07027804784593,3.16528223714481,96.38996967701358,2.0,0.125750000000002,96.38996967701358,0.00820986569328142,0.5625,0.96875,0.40625,0.00473657962956542,15.2024810133682,0.284627115735778,-1.2657307553613,0.0015193614210724199,0.00106325461963048,0.0118936499682922,0.761000000000001,0.0,0.0539845728540542,0.0389064881947907,8261.19757,2.0,4130.598785,2.13661781120859
81,12.647917,-73.23361,0.0,1.14,0.0,1.49658203704452,,15.955679122182698,0.0283955224811164,16.075,15.874,0.200999999999995,16.1678838709677,0.0267574420974101,16.249000000000002,16.108,0.140999999999998,,,,,,,,,6,,,clarify if 6 or 7,,check,-0.443455527315832,-0.446997674155276,16.051041129639,,0.0179493917314599,0.0144825690702142,0.0117415167797972,-0.19670003355256,0.534090909090909,-0.203166684144841,16.0280650947088,-0.425024666834839,16.034472626387,32.7588878215932,7.9383368985272,0.158706650511485,15.86224738832,,,0.594130108663164,0.625987894031265,0.591717236113665,0.239134725374429,2.16982758842168,2.0,0.038000000000000304,2.16982758842168,0.0235316406620267,0.5,0.96875,0.46875,0.0129556066223467,15.9549659981603,0.115174589527283,-1.4973783079396799,0.003970654123930071,0.0023759986347149397,0.0254823878169628,0.0299999999999994,1.0,0.8974086613095109,0.854598214364404,8261.19757,0.0,0.0,0.480741666535458
82,12.65,-73.29417,0.0,0.89,0.0,0.527455871426326,,15.447139344262302,0.0152070614507568,15.524,15.401,0.123000000000001,15.727235294117598,0.0213478090305232,15.859000000000002,15.695,0.164,,,,,,,,,5,,,,,check,-0.406407484424624,-0.283586206539106,15.5239220026791,,0.0142479733268349,0.0101601319171748,0.00518598119489565,-0.630609478900405,0.512820512820513,-0.205067158495186,15.5315685403682,-1.31832800151943,15.8075994286881,-0.0578373955460597,15.423026075246902,-0.057837395546065,15.423026075246902,,,0.000183385393073678,0.26374078441207,3.40133349837776,16.4215147273433,115.855593886145,2.0,0.0200000000000014,115.855593886145,0.0060464664505524,0.5625,0.09375,0.53125,0.0026977479190699602,15.446043990244501,-0.352489246397759,-1.16495051623691,8.24346441373588e-05,0.000946107846418213,0.00836966349673898,-0.00200000000000067,1.0,0.55038006677631,0.426434061314492,8261.19757,0.0,0.0,-0.0437268214215342
84,12.699167,-73.293335,0.0,0.97,0.0,0.552709696779862,,16.5448857142857,0.0515252148784321,16.704,16.367,0.337,16.658275862068997,0.0442618747376489,16.744,16.533,0.21099999999999802,,,,,,,,,3,,,,,check,-0.66776045202259,-1.25358883142435,16.6879279919565,,0.0338831902255209,0.0174871002978141,0.0234775723759218,-0.121971938363605,0.47368421052631604,-0.506399076593152,16.6197067646373,-1.06642412099955,16.5881189725845,-0.046166783883595,16.3945844680038,-0.0534962436656911,16.3950410071211,,,-0.778246129338179,0.515769539613903,-0.935977717266337,0.647959853151028,5.61372924424527,2.0,0.0650000000000013,5.61372924424527,0.0121767493865264,0.5,0.53125,0.03125,0.00541445829845744,16.5439252248201,-0.35348648182556,-1.26116264142747,0.0024822817176227197,0.0019570171174481898,0.0165812804992899,-0.0860000000000021,0.0,0.321809050935771,0.305761327165384,8261.19757,0.0,0.0,0.614516084462405
85,12.738696000000001,-73.168884,0.0,0.51,0.0,0.508710265055244,,14.3771264957265,0.0220604184345909,14.437999999999999,14.321,0.11700000000000099,14.528135483870999,0.0103488053973861,14.573,14.507,0.0660000000000007,,,,,,,,,3,,,re-classified as type 5 3/23/21,,check,-0.856458396794434,-0.9612114646645601,14.522293731722698,,0.0079093262460287,0.00620445696788709,0.004845155081660521,-0.247820230623651,0.543859649122807,-0.495462483224969,14.4600803539184,-1.2994875096468,14.572422914594801,0.144854975929911,14.3013776674279,-0.44169132916042103,14.4116145819083,,,-0.29883221101495,-0.728650718152505,0.912438663389375,1.9978786092042802,117.33657636621,2.0,0.0329999999999995,117.33657636621,0.0047482464566943605,0.4375,0.96875,0.53125,0.00201609248188694,14.3767778277542,-0.394427089982946,-0.914589541557421,0.00125573281974388,0.000573609432546997,0.00620523676117778,-0.0109999999999992,0.0,0.281283729027004,0.258920161114393,8261.19757,0.0,0.0,0.461663544019265
86,12.77375,-73.22,0.0,1.22,0.0,0.303481473276306,,15.3816951566952,0.191814050964684,15.905999999999999,15.144,0.762000000000001,15.650677419354802,0.156342466749982,15.962,15.508,0.45400000000000107,,,,,,,,,2,,,,,yes,-0.816913465563012,-3.02147698751824,16.2011105199676,,0.0975669178101519,0.0304397187866458,0.0193038626175763,0.140901048933196,0.636363636363636,-1.7778650713961799,16.057028839140102,-0.916594471170957,15.528550826545,-0.100734721329218,15.2346107154688,0.150476921360243,15.131488349927098,,,1.06689747974879,-0.21174732764802198,0.939853132374177,-0.929027110327203,21.0365969086152,2.0,0.234499999999999,21.0365969086152,0.0128363494704686,0.5,0.78125,0.28125,0.005977970605551611,15.379932801118699,-0.101475840190711,-1.12541005055226,0.00281303655439277,0.00160393505094126,0.0174492848475221,0.473999999999998,0.0,0.0909697947557282,0.0670585165488428,8261.19757,2.0,4130.598785,0.846960469665733
87,12.820833,-73.26833,0.0,0.98,0.0,0.732232311157251,,15.202954415954402,0.270127187889695,15.926,14.901,1.025,15.407264516129,0.188455387975573,15.801,15.16,0.641,,,,,,,,,2,,,,,yes,-0.81501526763395,-2.06213876567723,15.6133787241499,,0.140417572410729,0.0393017877415574,0.102864830669673,0.659692956802665,0.615384615384615,-1.4771270459784,15.7142014401578,-0.868153909368808,15.2876834519281,-0.45012133436945695,15.0485182824915,-0.0623354751709325,14.924408831021,,,0.940317515159393,-0.11094217527307301,0.43888434481266403,-0.9513839531742441,104.829566830942,2.0,0.405999999999999,104.829566830942,0.0165340767220155,0.5625,0.09375,0.53125,0.008545704372043609,15.201657391773699,0.126015919052816,-1.47727673231205,0.00682368661160204,0.00179987328620502,0.0197444889519527,0.491000000000001,0.0,0.0730933050693707,0.0596845347252783,8261.19757,3.0,2753.73252333333,2.54356751965139
93,13.032346,-72.35717,0.0,2.02,0.0,1.70892930542594,,15.3239013071895,0.00655562410770953,15.3615,15.2825,0.0790000000000006,15.249783439490399,0.0301911782094222,15.287,15.194,0.093,,,,,,,,,6,,,,YES,check,-0.0235920400775651,-0.00458529003822654,15.3229903754864,,0.00582372082355725,0.0035046763346829896,0.00415732915401109,0.00156885389709205,0.645569620253165,-0.057622283675993,15.328018518733598,0.0332091899031957,15.318948232197199,-0.0673699254391914,15.2953495468026,-0.0633472484647772,15.299534599372802,,,0.0562640356888427,2.15462547540197,-0.31947509408423996,-1.73590414594423,2.49805604285132,2.0,0.00799999999999912,2.49805604285132,0.00355850577750694,0.5,0.40625,0.90625,0.00205838191299623,15.3234076719974,0.473356507360339,-0.740358172608379,0.000541131455043801,0.000619266652071216,0.00610422686258693,0.000999999999999446,1.0,0.931143513156627,0.842494390081893,6640.84271,0.0,0.0,0.897284211751375
95,13.155417,-72.458885,0.0,1.19,0.0,0.52135474934987,,14.821148269105198,0.0390453465533059,14.889000000000001,14.721,0.167999999999999,15.0183037974684,0.0163930013087399,15.052999999999999,14.981,0.072000000000001,,,,,,,,,3,,,re-classified as type 5 3/23/21,,yes,-0.943471636775356,-1.44436991635643,15.0981983677864,,0.0093393193811078,0.00614571816343771,0.00872070599817392,-0.0294552790858473,0.537037037037037,-0.799372684273976,14.9947828901067,-1.14267765278335,15.0297934420551,32.8034314924085,7.37804161862108,-0.489041405905801,14.873085247144198,,,0.00677728606443576,-1.4712777497844,-0.42325551376234705,-0.460516627410176,78.3079334387625,2.0,0.077,78.3079334387625,0.0038215957376124304,0.375,0.28125,0.90625,0.00220745949068479,14.8206620185399,0.16235820846434199,-0.789980831127714,0.000396769567961895,0.000586094942538954,0.005917274621951929,0.00799999999999912,0.0,0.15154877967015803,0.133477429183694,6640.84271,0.0,0.0,0.745781066594364
96,13.187667000000001,-72.478775,0.0,1.0,0.0,0.322735986356371,,14.861356629653802,0.0376125290093271,14.991,14.762,0.228999999999999,14.960075949367099,0.0295029593675019,15.015,14.885,0.130000000000001,,,,,,,,,5,,,,,check,-0.524262408064511,-1.01400994574149,14.9614745975867,,0.0232497046114131,0.0166513042934024,0.0162330750403674,0.11525768390468301,0.623376623376623,-0.622625835599835,14.944629764480698,-0.238750192024761,14.8574772935173,0.651715713522696,14.716207807858698,-0.786425713786409,14.874029495383501,,,0.0919328814865354,0.0737937424459259,-0.246183157342904,-0.367670805405439,17.5496003273825,2.0,0.0454999999999988,17.5496003273825,0.047813590236478,0.625,0.84375,0.21875,0.0163560027983273,14.851802895339599,-0.782161904750548,-0.700815368923293,0.0102611648520326,0.0016098743973307,0.0219125497378107,0.0069999999999996705,0.0,0.5825864496475861,0.421291974839755,6640.84271,0.0,0.0,0.970568770382862
97,13.217584,-72.80828,0.0,1.0,0.0,0.371439820767856,,14.761642896026098,0.293338293171037,15.127,14.187000000000001,0.940000000000001,14.7007918781726,0.17087821036245499,14.914000000000001,14.33,0.584,,,,,,,,,1+2+5,1.0,possible transition(s),,,yes,-0.983626790661004,-2.24301811074281,14.6588174727798,,0.0394334963597094,0.0180994276564247,0.0422623106179814,0.476450620229357,0.627450980392157,-1.92994243502013,14.701134439246099,-0.931760825149411,14.423816668113199,-0.0916149034795444,14.236297576478801,-0.0232482978396556,14.207926009375301,,,-0.635665666863348,-0.938735254137384,-0.739583339532041,-0.839428883767774,59.4304230088197,2.0,0.465,59.4304230088197,0.0165825686271948,0.5,0.15625,0.65625,0.00873804052752103,14.758146717060699,0.0492672978613632,-1.04572821779224,0.00204620748127736,0.00230093462090542,0.0253995345848169,-0.335000000000001,0.0,0.0865878583741782,0.0685949680542857,8261.1792,0.0,0.0,1.7459256463871202
98,13.247778,-72.9006,0.0,2.08,0.0,0.727892347983636,,17.2148637350706,0.0195283807154454,17.301,17.092,0.209,18.2790245398773,0.322105895610049,20.71,18.079,2.631,,,,,,,,,6,,,,YES,check,-0.245562386649451,-0.0164421551451892,17.230722940918803,,0.0138631303055123,0.0119503001612816,0.019615814185714,-0.00985540342470148,0.583333333333333,-0.0149833528622078,17.232483950258402,0.0568753242212399,17.104621244979402,7.883792741973339,8.549293132547069,-0.220216360304872,17.375978486676498,,,-0.171653406767624,3.22919279363521,4.16262706359259,22.275098431261895,2.69910912080656,2.0,0.0229999999999997,2.69910912080656,0.007342785131598359,0.625,0.21875,0.59375,0.00444927889058011,17.2132158942524,0.550010797381517,-0.591996734192762,0.00244129734755611,0.00164029024548965,0.0177223675100169,-0.0359999999999978,0.0,0.907518537673731,0.795353583687578,8261.1792,0.0,0.0,0.910145265991354
100,13.327145999999999,-72.27155,0.0,1.59,0.0,2.3825391828197797,,16.7890789817232,0.0125721272383522,16.902,16.695999999999998,0.206000000000003,16.6180632911392,0.0086505165897573,16.642,16.6,0.041999999999998,,,,,,,,,6,,,,YES,check,-0.796837035146045,-0.661950458312892,16.6765334865921,,0.00678351026188927,0.00445114892232963,0.0062349939369936,0.0998328745111387,0.563218390804598,-0.714852238153861,16.6786956463555,-0.835674134520841,16.6410675900947,-0.530026162452685,16.6736180072124,-0.551971823091234,16.6752698316667,,,0.332248659204719,6.21590729311001,0.142053850337737,-0.39298480751654996,11.7828123891605,2.0,0.0150000000000006,11.7828123891605,0.00543087989658986,0.4375,0.21875,0.78125,0.00304955567753984,16.7880462653617,0.219945764260505,-0.377575532290724,0.00031065572662722,0.00118051122455962,0.0117158436221658,0.00400000000000134,1.0,0.931890315779318,0.842818459120483,6640.84271,0.0,0.0,0.906351815521584
101,13.371667,-72.56333,0.0,2.71,0.0,0.675025259055529,,14.5354221357063,0.0273457713714844,14.642000000000001,14.482000000000001,0.16,14.647360406091401,0.0862296959450702,14.756,14.210999999999999,0.545,,,,,,,,,3,,,re-classified as type 5 3/23/21,,check,-0.768105053166974,-0.231077651907991,14.561805568696599,,0.0173560961835552,0.0102181312569849,0.009162105305557479,0.00487087323924929,0.60431654676259,-0.0901122465069383,14.579717354743,-0.450370374506163,14.5880626369252,-0.0495335374970142,14.5023488479025,0.0358468195504107,14.483221320209301,,,0.517374937844067,-0.15388333894279999,-3.14173875288091,10.1606837513875,35.424239356434,2.0,0.0389999999999997,35.424239356434,0.0073620006156272,0.5625,0.65625,0.09375,0.00371588801576539,14.5348237991499,0.167737806585528,-0.971398432487672,0.00245868492334215,0.000677246722161761,0.007639496127575979,0.0350000000000019,0.0,0.27936663492851,0.247479057046294,8261.13336,0.0,0.0,0.8173287561796508
