src_n,ra_deg,dec_deg,spin period,perr,est. period,sep,name,mean I,stdev I,max I,min I,I range,mean V,stdev V,max V,min V,V range,est. period method,references,best period,trusted new period,Raj superorbital,Raj superorbital err,best superorbital,other period,type,interesting flag,interesting note,type note,aperiodic,range of medians,orbital cont,superorbital cont,mult superorbital,changing superorbital amp,redder when brighter,I V-I corr,V V-I corr,I V-I slope,I V-I int,V V-I slope,V V-I int,V-I transition,mean abs I vs. V-I residual,mean abs faint residual,mean abs bright residual,residual slope diff,bright res monotonic frac,faint slope,faint int,bright slope,bright int,0.95 slope,0.95 int,5 bright slope,5 bright int,Type II amp,X-ray behavior,follow-up note,I skew,I kurtosis,V skew,V kurtosis,best auto det pd,Part,I IQR,pf period,pf amp,pf phase diff,pf phase max,pf phase min,pf diff mean,pf mean,pf skew ,pf kurtosis,pf symm sum,pf mean err,base string,max std 5,rel max std 5,min std 5,det stdev I,det stdev/I range,base num,det IQR,calibration flag,stdev ratio,IQR ratio,sig stdev ratio,total days,# dips/flares,days / dip/flare,loop metric
12,12.327084,-73.20028,9.13,40.0,77.2,0.0,SXP 9.13,16.2294267806268,0.084720903757634,16.469,16.012,0.457000000000001,16.5377870967742,0.0311576609119934,16.59,16.430999999999997,0.158999999999999,X-ray,Galache 2008,,,1886.0,35.0,,,5,,,,,,,,,,check,-0.9324284679802741,-0.251581668752533,-1.11202352522905,16.5724011878326,-0.11202352522902198,16.5724011878326,,0.0236945704017723,0.020066543506493,0.0262824225148247,0.25362317262141393,0.59375,-1.17928464062954,16.591067143673502,-0.8848581665888839,16.4850247399758,-0.721427566922718,16.3165124193514,1.14759360765145,15.5490225046456,,,put 20.1 best period at some point,-0.287022088150968,-0.34848158274792107,-1.02315989707833,0.8507151787414909,80.847780683192,1.0,0.127999999999997,80.847780683192,0.0102076181205,0.8125,0.71875,0.90625,0.00512670463909948,16.2283705404465,0.151684523284755,-0.6017400370969879,0.0033580393876684,0.0012089637091427699,undetermined or no base,0.0967119434196216,1.1415357855045,0.0699639907380932,0.0132054900975224,0.0288960396007054,-0.00599999999999668,0.0150602691546702,0.0,0.155870505528365,0.117658352770864,0.134910170572456,8261.19757,0.0,0.0,1.1810465880948202
13,16.176208,-72.90122,11.48,0.6,36.3,0.530289217275099,,15.1519284313726,0.26565631227298303,15.844000000000001,14.757,1.087,15.185067961164998,0.193491038007054,15.569,14.939,0.630000000000001,X-ray,,,,,,,,2,,,,,,,,,,yes,-0.92223589826344,-0.8022991122992859,-2.29078422953678,15.191075433720501,-1.29078422953677,15.191075433720501,,0.0982203396564992,0.0350258210960281,0.0722918264833827,0.575402148959038,0.6428571428571429,-1.92915567655334,15.3100988057794,-1.06864545664812,15.0741667384845,-0.45636991502027,14.8656489923006,0.0202655961199924,14.7831105128413,,,,0.9100859182764142,0.160328322656198,0.659728783700556,-0.8776838215842528,36.2358842404169,1.0,0.349,36.2358842404169,0.0190411099195007,0.625,0.53125,0.90625,0.0062668851827703,15.1503040908549,-0.671267188954764,-0.08880435049013302,0.00228217407070628,0.00245643155819128,undetermined or no base,0.30409669514810606,1.14469967811502,0.12368831796091301,0.0289750941067807,0.0266560203374247,0.41700000000000004,0.0202761794719422,0.0,0.109069849908202,0.0580979354496911,0.0737282284626379,6524.1569,4.0,1631.039225,2.0781369829628407
14,29.316668,-72.97578,11.58,3.8,35.6,0.0,,14.8292771317829,0.314851384192935,15.335,14.338,0.997000000000002,14.6430322580645,0.13211687979648598,14.934000000000001,14.387,0.5469999999999989,,,,,,,,,2,1.0,both faint + bright base? and quiescent for 1000 days; doesn’t have a lot of coverage,re-classified; to do: check type,,,,,,,yes,-0.959241537639287,-0.8788071255321859,-2.18602569872591,14.549100456066402,-1.18602569872591,14.549100456066402,,0.0495436395581955,0.0112842046705484,0.0511151578646692,0.33413149701582695,0.576923076923077,-1.64868758741474,14.704042994567699,-2.39544357580319,14.5391462541028,0.0665321773966913,14.417972003915901,-0.5961718807349891,14.496408840741902,,,,0.366844704291507,-1.43006055490796,0.682197242958756,-0.103726893013892,35.619608481429,1.0,0.648,35.619608481429,0.0380437418111406,0.375,0.40625,0.03125,0.0154793781526131,14.8228368984288,-0.6041356659388871,-0.8234924243552679,0.00273555125884555,0.00491314453152649,undetermined or no base,0.317994591148969,1.00998314479097,0.2736,0.0319498354015975,0.0320459733215621,0.23900000000000102,0.0315011877909619,0.0,0.101475924851006,0.0486129441218548,0.0757201524104017,3348.87902,1.0,3348.87902,1.772195816344795
15,12.058422,-73.36774399999999,11.866,0.5,0.0,0.9467066151201691,,15.0420862385321,0.301426783336788,15.325999999999999,14.341,0.9850000000000011,14.9004,0.21919824034747304,15.142999999999999,14.436,0.7070000000000011,,,,,,,,,1,,,,,,,,,,yes,-0.937241448325616,-0.851509564819838,-2.52629267094798,14.7576119098379,-1.52629267094798,14.7576119098379,,0.0913489655659312,0.0483861228226846,0.099426095507286,0.319716980189344,0.729166666666667,-2.01899425741189,14.8697836411223,-1.28235505406668,14.6452114857516,0.128231660185708,14.371801852099301,0.5512503374795871,14.329790242674198,,,,-0.815679276209365,-0.746678188503528,-0.704386302950294,-0.9181131442935858,145.974854557916,1.0,0.481500000000001,145.974854557916,0.0301762622567701,0.625,0.09375,0.46875,0.0146655837806258,15.0385652784269,-0.043724256971103,-1.3584210279426,0.0133093975807971,0.00256443751584778,base at faintest,0.00667532770731186,0.0221457683136719,0.145715338931768,0.0292519177385004,0.0296973784147212,-0.713000000000001,0.0133235329915387,0.0,0.0970448525332829,0.027670888871316,0.0674389908236475,8105.93956,7.0,1157.99136571429,2.1420451914005025
16,13.058333,-73.32166,15.3,1.0,74.51,0.35769150316621295,SXP 15.3,14.5294049114792,0.170322826341356,15.035,14.325,0.7100000000000011,14.77686,0.173298548945647,15.16,14.565999999999999,0.5939999999999991,,Galache 2008: 28,,,1515.0,23.0,,,3,,,,,,,,,,check,-0.28392614544546696,0.12270974496472198,-0.7054383213591421,14.712418893555201,0.294561678640859,14.712418893555201,,0.14352424554430898,0.0218658608430721,0.0599694693053945,0.746095230671864,0.6528925619834711,-1.60734380121336,15.2166894131461,-0.45836748321303206,14.582418725683201,-0.0879340070970584,14.4090881275044,-0.0344950492820951,14.3836724388225,,,,1.37426492608471,0.8751694199647071,1.04132651928548,-0.4895761820360421,74.29517259722779,1.0,0.16,74.29517259722779,0.0115088932316674,0.375,0.65625,0.28125,0.00508250077281769,14.5279413980429,-0.112415696716576,-1.1403066221443898,0.00342122388351106,0.00138453589472659,base at brightest,0.17618217844038603,1.034401449441,0.0201454709550316,0.015082600351485,0.0212430990865986,0.42100000000000093,0.0112299783541623,0.0,0.0885530182622551,0.0701873647135144,0.0673615613117172,8261.18118,1.0,8261.18118,2.286099209382047
17,12.23147,-73.82956999999999,15.64,0.56,36.43182,1.59978779361066,,14.839337527757198,0.168979704998014,15.427,14.462,0.965,14.876855769230799,0.105590684527678,15.204,14.722000000000001,0.482000000000001,,,,,,,,,2,,,,,,,,,,yes,-0.974333360752438,-0.924116728325565,-2.26634007827238,14.937649594889901,-1.2663400782723602,14.937649594889901,,0.023730829117631,0.0145309756863926,0.0192325103120837,0.0821931535216679,0.580645161290323,-1.81423129111154,15.046103081508699,-1.60159836503274,14.8854704790389,24.0647416720604,7.274358577486169,-0.554465307121109,14.716484736495099,,,,1.78808537370078,2.48490033762925,2.07453936653682,3.35651349319839,36.4260290552758,1.0,0.12250000000000098,36.4260290552758,0.0300390402658675,0.625,0.15625,0.53125,0.0105950727024116,14.8350979493482,-1.10433854534422,0.552302418965403,0.004437417709239,0.0018093400316974801,base at brightest,0.281055581691593,1.66325051694756,0.10119169926431698,0.0229561161292528,0.023788721377464,0.41799999999999904,0.0172112010295553,0.0,0.135851320899883,0.140499600241267,0.0928869034175236,6640.8371,3.0,2213.61236666667,0.9574465686467916
19,12.29786,-72.82670999999999,18.37,0.5,17.79,1.09994115086326,,15.489013501350101,0.395594075012443,16.005,14.785,1.22,15.643814814814801,0.25116086582360303,16.064,15.201,0.863,new X-ray,Galache 2008: 17.7,,,,,,,1+5,1.0,possible transition between type 1 and 5,,,,,,,,yes,-0.963495265705452,-0.917914926281904,-2.7997810639068903,16.091823657908698,-1.79978106390689,16.091823657908698,,0.0747369183336156,0.0847888345851069,0.0627887742718784,-0.111805688427632,0.590909090909091,-1.93021322903667,16.0390287758989,-2.30402872209215,15.911703709225801,-0.46438654511187105,15.0020953987908,-0.7365660358116791,15.115320931981302,,,,-0.142232637791435,-1.53043411395129,0.387518800905158,-1.0919308340586802,17.911657366522398,2.0,0.7515,17.911657366522398,0.0165326222340685,0.6875,0.03125,0.34375,0.00612682104201867,15.481921610511598,-0.5979402296822789,-0.9831858054178131,0.0013765345720995802,0.00414091513039525,base at faintest,0.0429064097775611,0.108460698700332,0.274601820824262,0.0710808516042794,0.0582629931182618,-0.0579999999999998,0.030489187643802002,0.0,0.179681284665458,0.0405711079757844,0.113466907432057,4486.38278,0.0,0.0,0.3457044553098958
20,19.41848,-73.51406999999999,22.07,1.34,75.97,1.30352558709247,,14.054957042957001,0.0400064824023925,14.189,13.987,0.202,14.218081632653101,0.0152768154800662,14.253,14.190999999999999,0.0619999999999994,,,,,,,,,5,,re-classified 4/15/21,compare 2 variabilities to 4 and 7,,,,,,,check,-0.870512048836766,-0.429192786518182,-1.3673292734363702,14.2759446979779,-0.367329273436347,14.2759446979779,,0.011376209371736,0.00809078469337631,0.004456342859050839,-0.147545614705139,0.516129032258065,-0.460353131980194,14.1592035566448,-0.33334446995498695,14.0964473363258,36.7154742224255,7.011515525483789,-0.236039916902637,14.0713903054201,,,,0.79009033669505,-0.32087635260940506,0.423910216107098,-0.69566863077247,83.35673657834229,1.0,0.0580000000000016,83.35673657834229,0.0061166780563599605,0.375,0.84375,0.46875,0.0029972368850934602,14.054560413155599,0.128747455047745,-0.769679047513952,0.000564395437338661,0.0009459977451300539,undetermined or no base,0.0520860825941056,1.30194107220461,0.0106320270880018,0.00767460599180125,0.0379930989693131,0.0679999999999996,0.00925205307790478,0.0,0.191834061155606,0.159518156515595,0.178564885574151,6625.8528,0.0,0.0,0.4941818526225653
21,12.0591135,-73.16776,25.55,0.63,22.5,0.3827734346044461,,15.7034773379231,0.0843713034245951,15.931,15.511,0.42,15.845253333333302,0.126814257172536,16.088,15.599,0.489000000000001,,,,,,,,,5,1.0,re-classified 4/15/21,,,,,,,,no,0.674200202224339,0.873693412894511,1.03372591857368,15.590205674981402,2.03372591857369,15.590205674981402,,0.0458376524679133,0.0296852135707669,0.0353205932086844,0.381725155340046,0.548387096774194,0.725365288311721,15.665491997225098,-0.233558225014155,15.6577798851611,47.3845730861856,7.75566257831208,-0.0925893616786792,15.5520726718251,,,,0.204241079806522,-0.610342426984011,0.163061971319405,-1.10556593227102,22.5094514752573,1.0,0.119,22.5094514752573,0.0314458157683504,0.125,0.15625,0.03125,0.0143963565902009,15.7013782519376,-0.0711568713894341,-0.348019241340496,0.005001193929362,0.0022037257066409603,undetermined or no base,0.055145625393135,0.653606417760514,0.0612816448865405,0.0259829361690231,0.0618641337357693,0.0220000000000002,0.0297773934503862,0.0,0.307959402242076,0.250230197062069,0.271558225592714,8105.93956,0.0,0.0,1.2455554814895886
22,17.785799,-73.279465,31.03,0.73,90.5,0.235024740815002,,15.284733952049502,0.0590959637436011,15.429,15.113,0.31600000000000106,15.5014711538462,0.0255470744715174,15.575999999999999,15.404000000000002,0.172000000000001,,,,,,,,,5,,,,,,,,,,check,-0.913665501569708,-0.429993007886294,-1.26884415630227,15.5631776660304,-0.26884415630228103,15.5631776660304,,0.0153702082381682,0.0141441374320571,0.0178217565673476,0.0101472507717962,0.5135135135135139,-1.09108117529017,15.529930565731899,-0.914557876221534,15.4600980243106,22.7181313203514,7.56206757067642,-1.09210040151133,15.497037471913199,,,,-0.275564974023394,-0.613649263568635,0.115542414046369,2.19263008389291,90.44165736361559,1.0,0.0820000000000007,90.44165736361559,0.0255713659675472,0.8125,0.90625,0.09375,0.00734616979801617,15.2812707883896,-1.07039025472456,-0.257764277174237,0.00790810893535771,0.00120237257903486,undetermined or no base,0.0354852081859468,0.600467543602572,0.053157878061488,0.0133767975074262,0.0423316376817283,-0.0280000000000005,0.0151489295060436,0.0,0.226357210544259,0.184743042756628,0.17052926380607597,6622.85459,0.0,0.0,0.7728661934364484
23,13.480083,-72.44603000000001,46.63,0.6,137.36,0.6475291035939921,SXP 46.6,14.6861899224806,0.0938243223494584,15.038,14.489,0.5489999999999999,14.7785724637681,0.0570673245527684,15.040999999999999,14.712,0.32900000000000107,X-ray,Galache 2008: 137,,,,,,,3,,,,,,,,,,yes,-0.9273513917435409,-0.801630056093033,-2.17897897118791,14.8852887011324,-1.17897897118787,14.8852887011324,,0.0192868446554112,0.0466418659257119,0.0106366181233652,-0.19667876412185897,0.5920000000000001,-5.744961346568309,14.993137627313398,-1.69691250596884,14.8330645911829,-0.7272206119662701,14.6774641706634,-0.24857522889019,14.6028978576295,,,,1.22555044524251,1.47849972440173,2.9271937003842203,10.507369726303999,137.916600923525,1.0,0.103999999999999,137.916600923525,0.0288040558363285,0.5,0.09375,0.59375,0.0053929671118246895,14.682610074730198,-2.17151398273466,3.46861818369857,0.00331894118345361,0.0011912039787794302,base at brightest,0.127382259361341,1.35766777922353,0.0684496895537152,0.0135098314592206,0.0246080718747188,0.232000000000001,0.0110488523728005,0.0,0.143990717128783,0.106238965123083,0.0991346257383512,6640.84271,1.0,6640.84271,0.036856365348412745
24,13.734498,-72.44646,59.07,0.59,62.1,1.09032907177422,SXP 59,15.332252901649401,0.17732792910387,15.832,15.042,0.790000000000001,15.3947638888889,0.0983651068801494,15.635,15.251,0.384,,Galache 2008: 122 (double est.?),,,,,,,3,,,,,,,,,,yes,-0.966495339522439,-0.8812431463201371,-1.98081531225583,15.4566136418498,-0.980815312255831,15.4566136418498,,0.0372945094801713,0.0164353438843375,0.0412357402028961,0.173644625347693,0.576923076923077,-1.62478548078453,15.493533283306999,-1.75056355056734,15.4246010037782,-1.26154170323756,15.335244169179699,-1.15665909232287,15.3132966196499,,,,0.5493164721806,-0.272308828841904,0.336276499806837,-0.858390965630448,60.913413133232496,1.0,0.275,60.913413133232496,0.0108312040968919,0.4375,0.34375,0.90625,0.0048052718727194,15.330733715622499,-0.174056631691677,-0.8907949497139291,9.3303337361255e-05,0.00125323816858274,undetermined or no base,0.213411714767489,1.20348619558109,0.0967131842098068,0.013062191811545,0.0165344200146139,0.219999999999999,0.013847437436218999,0.0,0.0736612212050016,0.0503543179498873,0.0625863033515896,8100.80821,3.0,2700.26940333333,1.3655308446562007
25,16.802626,-72.59272,65.78,0.87,110.6,0.29591927780473,,15.915776709401698,0.0555982069080846,16.604,15.742,0.862,15.9276504854369,0.117472468060357,16.09,15.733,0.35699999999999893,,,,,,,,,6,,,calibration issue or real change?,,,,,,,check,-0.30830453118304996,0.9368341379774229,-0.10794097403064501,15.9096278653442,0.8920590259693431,15.9096278653442,,0.0851167086589728,0.0245888597581243,0.0317352549977523,-0.000769217861793847,0.576271186440678,-1.4599889341826497,16.0242709323069,0.60213095500261,15.769542299406,-0.18234963907813698,15.7450765636625,-0.106434475102878,15.7396715964998,,,,-0.0908701098884135,-0.809076442206644,-0.6233112179764471,-1.2735006159558602,110.84611536875799,1.0,0.227250000000002,110.84611536875799,0.102491751204797,0.125,0.21875,0.09375,0.028246213051327,15.8827438984969,-1.63987221666401,2.1217528812952198,0.0101820035924329,0.00393047421595098,undetermined or no base,0.152892903694056,1.3741544007563302,0.0482924424729169,0.042706867093055295,0.0495439293422915,-0.0200000000000031,0.0245046348650657,1.0,0.768133892585037,0.107831176523941,0.576631822676278,8105.87523,0.0,0.0,0.9019290427102608
26,12.263891,-72.847824,74.67,0.62,33.38,0.18133357612974801,SXP 74.7,16.6960780640125,0.0487454971486669,16.947,16.59,0.35699999999999893,16.9124201680672,0.0482651109787068,17.125999999999998,16.842,0.284000000000003,,Galache 2008: 61.6,,,1220.0,64.0,,,5,,,,,,,,,,check,-0.389215971641616,0.48214124306369105,-0.43431949333463693,16.7904650962858,0.565680506665378,16.7904650962858,,0.0338517285768199,0.0229880891825999,0.0158940665233562,0.10510459129200699,0.576086956521739,-0.520837479035581,16.8690467023714,-0.0681971656515943,16.6903158417471,31.889816672525896,8.30823529234023,-0.36472904175290793,16.7155322372701,,,,0.8517394067033629,0.250392457809475,1.41829552361514,2.8696752374787597,33.406866317139304,1.0,0.0599999999999987,33.406866317139304,0.0190279110613218,0.375,0.28125,0.90625,0.0074926266247479206,16.6942092514366,-0.485540283683803,-1.03672074815289,0.0038089137043288306,0.00174181300735975,undetermined or no base,0.0810249344337897,1.66220346849013,0.0297428983120335,0.0169609270770137,0.0475095996555007,0.0679999999999978,0.0206462964102272,0.0,0.347948591544472,0.344104940170461,0.301600790498716,8261.195590000001,0.0,0.0,0.7899205717469233
27,13.037084,-72.63416,82.4,0.6,362.3,0.33303628385933304,SXP 82.4,15.1157956756757,0.292897691542678,15.556,14.696,0.859999999999999,15.276664974619301,0.200939921929415,15.571,14.975999999999999,0.5949999999999991,new X-ray,Galache 2008: 362,,,,,,,1+2,1.0,both faint + bright base?,,,,,,,,yes,-0.908655504241857,-0.7772043187778409,-2.31250890917546,15.548878379356502,-1.3125089091754598,15.548878379356502,,0.105659303170357,0.0144917727192482,0.0761973052737202,0.740579722211026,0.629032258064516,-1.6101880866777398,15.563798531143599,-0.7105338870840301,15.0529283372546,-0.0961143411534286,14.7595364051315,0.045025384190756,14.707410848254302,,,,0.0790259736973214,-1.60247730848564,0.21594085696046603,-1.5510396618507098,326.153217075038,1.0,0.6,326.153217075038,0.289289227479278,0.5625,0.96875,0.40625,0.12990521671163302,15.1205909073194,-0.230719179320179,-1.43742540193668,0.13399818154371698,0.0257484873845664,undetermined or no base,0.222321928742983,0.759042953094043,0.0647468918172909,0.0117949579262904,0.0137150673561516,0.124999999999998,0.0110421765661055,0.0,0.0402698903639934,0.0184036276101758,0.0341907491880254,8261.16397,0.0,0.0,2.618842452312208
28,12.737854,-72.22596999999999,91.12,0.52,88.3,0.9175874109513921,SXP 91.1,14.766837704918,0.0255988259460188,14.931,14.689,0.241999999999999,15.0143125,0.0268407000110529,15.065999999999999,14.960999999999999,0.105,,Galache 2008: 117,,,,,,,6,,,,,,,,,,check,-0.193845001407702,0.510039104231217,-0.2499412652029,14.830831902738302,0.7500587347970821,14.830831902738302,,0.019184540405589,0.0103044743187221,0.0103585992164638,-0.0103919581522129,0.58974358974359,0.14860106280029,14.7500268897178,-0.200191443206131,14.7962585563077,27.3510474521462,7.3530795619022,-0.517808522650258,14.8490839276979,,,,-0.27551966159716,0.829794787917015,0.12290824587778998,-1.1230656803557,88.34353596130791,1.0,0.0360000000000014,88.34353596130791,0.0501114695552598,0.5625,0.09375,0.53125,0.0177584334028628,14.760239153384,-0.783282997760147,-0.8128158869830749,0.00968779897461961,0.00136720553962832,base at faintest,0.0466878999313523,1.82382973460598,0.0151604749265977,0.0201257483994632,0.083164249584559,-0.0249999999999986,0.0253145812460023,0.0,0.786198103065473,0.703182812388925,0.659672290759881,6640.83888,0.0,0.0,0.7986219406134858
30,14.362832999999998,-73.42208000000001,101.16,0.83,21.95,0.0915777029844586,SXP 101,15.581513011152401,0.0472048137415597,15.682,15.413,0.269,15.691752066115699,0.0289868254462294,15.773,15.617,0.155999999999999,,Galache 2008: 25.2,,,758.0,6.0,,,5,,re-classified from transition; but point out a bit of an outlier,,,,,,,,check,-0.856518404091482,-0.42524399260105,-1.39492383105717,15.7344244043853,-0.39492383105712897,15.7344244043853,,0.0208230795662596,0.0121271747008418,0.0166752376053308,-0.00928537074337543,0.548387096774194,-0.5507853596607359,15.6625081328534,-1.2656480498234,15.693864152387302,0.13301047912816,15.4521362583354,0.18213424103293,15.4435468526123,,,,-1.05642413986302,0.360934501417279,-0.450235124910817,-0.0156162373573645,21.9575441570509,1.0,0.0510000000000002,21.9575441570509,0.0279642326408194,0.5,0.34375,0.84375,0.0116992670522584,15.5791793086241,-0.328509396323888,-1.12098060625716,0.00679252159041153,0.00132966816446602,base at faintest,0.0251682339467829,0.53317091948664,0.0582017181876963,0.0149491197847249,0.0555729360026948,-0.09300000000000001,0.0193202758235334,0.0,0.316686341917784,0.37882893771634,0.277523376068897,6640.82816,0.0,0.0,0.813778498076383
31,13.35,-72.45444499999999,138.0,1.0,103.6,1.1629397680176699,SXP 138,16.0632821685173,0.14025190573691002,16.374000000000002,15.71,0.6639999999999979,16.1681139240506,0.0604254928475363,16.287,16.008,0.279,X-ray,Galache 2008: 103,,,2700.0,304.0,,,5,,,,,,,,,,yes,-0.9926580142506031,-0.9549740785369609,-1.64529195726369,16.239717349898502,-0.645291957263701,16.239717349898502,,0.0141540458306203,0.0158824307851514,0.010572099436281,-0.0071936288801727095,0.557377049180328,-1.6345296887428102,16.238434810182,-1.7382754807371297,16.2593490059676,0.234830313416711,15.6730679011936,-1.84831725395569,16.2715032998963,,,,-0.0350789314175237,-0.488122861955599,-0.00130557140869867,-0.41047558667208894,101.11913415866199,1.0,0.19999999999999898,101.11913415866199,0.00969703905410668,0.625,0.34375,0.71875,0.00431276951289461,16.061335835007903,-0.726807712545124,0.0979497393474928,0.0020901959906772,0.0013277909943842198,undetermined or no base,0.0991778201010688,0.7071406237225071,0.127695888735699,0.0135085342056952,0.0203441780206254,-0.038000000000002,0.0136563232296147,0.0,0.0963162256849118,0.0682816161480738,0.0735497350071286,6640.84271,0.0,0.0,0.6732295671447148
32,14.023825,-72.3665,140.1,0.88,197.0,0.0,SXP 140,15.732638935108199,0.299538868138435,16.171,15.235999999999999,0.9349999999999989,15.843076190476198,0.15741729167668,16.045,15.558,0.487000000000002,,,,,492.0,2.4,,,5+6,1.0,gradual transition to quiescence,,,,,,,,yes,-0.953530567569686,-0.8651057918416409,-2.19770218826712,15.9137967523096,-1.1977021882671202,15.9137967523096,,0.0688429286308919,0.0186130560501689,0.0606735767649407,0.23197569870322,0.5714285714285711,-1.5756023812965603,15.9413369800711,-3.96106143797107,16.1831879463619,-0.39655272520687695,15.4489112612813,-0.254997040219474,15.4175174065996,,,,0.0145885865121613,-1.60853553458515,-0.7297871308424291,-0.8850087470193979,185.985225143144,1.0,0.635,185.985225143144,0.0190389705610166,0.625,0.28125,0.65625,0.0054296494176167,15.7286693457723,-1.2211424272921398,0.905458345756932,0.00404104211846322,0.0027830115600268102,undetermined or no base,0.261557335970529,0.8731999876879001,0.286327504791278,0.0318516648197601,0.0340659516788878,0.0180000000000007,0.0150065478441608,0.0,0.1063356652768,0.023632358809702,0.0519181793607157,6628.85075,0.0,0.0,1.6913996472684547
34,14.45975,-72.13239,152.34,1.0,0.0,0.690086673577844,,15.472590443685998,0.0915189838984039,15.852,15.339,0.513,15.7092406015038,0.0396304641641221,15.89,15.633,0.257000000000001,,,,,,,,,3,,,re-classified but still ambiguous,,,,,,,check,-0.899647343492226,-0.470579298706225,-1.3492204600775901,15.7928942359244,-0.34922046007759305,15.7928942359244,,0.027795330831527004,0.0178476325369884,0.0198216622005054,0.209252034442149,0.588709677419355,-1.80622785033371,15.911912781212699,-0.945429619775578,15.687701258949199,-0.336720681654594,15.471831505514698,-0.33672068165456703,15.471831505514698,,,,1.72120071555177,2.9124505487029304,1.7467913822645602,5.2327764523042,72.4946924373764,1.0,0.0999999999999996,72.4946924373764,0.0144657013131475,0.75,0.78125,0.03125,0.00818740710329824,15.471906068608902,0.37955292130118706,-0.0160023161088962,0.0041158677542040105,0.0012804265194681,base at brightest,0.128316795471209,1.4020784541670002,0.0169115345252877,0.0129004287712077,0.0251470346417304,0.299,0.0135627663873699,0.0,0.140959047201929,0.1356276638737,0.130913342135268,6640.80597,1.0,6640.80597,1.0603435535325374
35,16.930262,-71.99825,153.99,0.55,0.0,0.0,,16.4718123993559,0.24444782050103303,16.948,15.842,1.106,16.411847457627097,0.24265985914299695,16.83,15.852,0.9779999999999979,,,,,,,,,5,,,,,,,,,,check,-0.44719767996792303,-0.2921974309963761,-2.5712892476023503,16.2852831181549,-1.5712892476023301,16.2852831181549,,0.196300726480926,0.0805938252284559,0.14042425866295496,0.0298950394160463,0.482758620689655,-0.869072875054155,16.5436722652317,-1.3429643373945799,16.0249075692398,-1.20366869462756,15.8633404423967,-1.4983375175288303,15.8591732695053,,,,-1.0015730560806502,0.14283540609456602,-1.03253309961144,-0.0356122904970406,51.37417340972771,1.0,0.237749999999998,51.37417340972771,0.0303219290702401,0.5625,0.46875,0.90625,0.0192414650655999,16.4676512295928,0.6441862528491961,-0.9230145451091429,0.0129557551251531,0.0033023123321037602,undetermined or no base,0.19104303180173798,0.7815288817473058,0.23156942803401298,0.0315196620145571,0.0284987902482433,-0.342000000000002,0.0316216268674943,0.0,0.128942291037624,0.133003688191355,0.10500692528498501,6622.86754,0.0,0.0,1.6350500247363382
36,13.229781,-71.96826,169.3,0.51,68.54,0.0,,15.375165991902799,0.0340892807107125,15.472000000000001,15.28,0.192,15.5708907563025,0.024681088570836,15.669,15.515,0.154,X-ray,,,,,,,,6,,,clarify if 5 or 6,,,,,,,check,-0.562807542948774,0.42389085197099,-0.592637188692348,15.497272996910699,0.407362811307648,15.497272996910699,,0.0177443228255474,0.0126984912285128,0.011722259745649,0.102694680828485,0.6,-0.238880166565419,15.4508105687441,-0.132255891700476,15.392224661207699,38.8766600809454,7.65899621648899,0.158845221865391,15.3036074092914,,,,0.0830461458820701,-0.559589994148847,0.6579911348788879,1.18963590077376,68.6166117783446,1.0,0.0489999999999995,68.6166117783446,0.0207569616558416,0.875,0.46875,0.59375,0.00646022883263675,15.3744130704931,-1.30736180706088,1.41495733199106,0.0038951826460554705,0.00156004627691144,undetermined or no base,0.0229834723225193,0.6742140591806851,0.0279542483354504,0.015881113706331003,0.0827141338871406,0.0049999999999990104,0.0211848346712298,0.0,0.465868254631151,0.43234356471898,0.44560673310449295,6640.83888,0.0,0.0,0.9164074801449307
37,12.96625,-73.17583499999999,172.0,0.87,67.88,0.9273925558014642,SXP 172,14.3471194285714,0.0809580139487785,14.749,14.203,0.546000000000001,14.4525302013423,0.0218071341836048,14.569,14.402000000000001,0.16700000000000198,X-ray,Galache 2008: 70,,,,,,,3,,,,,,,,,,check,-0.93363604290696,0.0474533766333951,-0.9820985741493109,14.4504431066133,0.0179014258506899,14.4504431066133,,0.0163754595746742,0.0142571616935548,0.0102989707965827,0.0799766856374826,0.578947368421053,-0.704142998847578,14.4342549480087,-0.427437135271379,14.3422255652536,26.516643432895002,7.106499267859009,-0.17622822730259802,14.2756719584348,,,,0.643525913603922,0.341967687680802,1.78088398291607,6.568828148481869,68.5923322367331,1.0,0.130749999999999,68.5923322367331,0.007220214912170059,0.8125,0.34375,0.53125,0.00309996537549995,14.346375927009001,-0.530734266873495,0.0515519080556626,0.0016018240275505401,0.0007349868973524611,undetermined or no base,0.158334582451213,1.95576169335614,0.0535200896860233,0.00793495932046769,0.0145328925283291,0.20600000000000102,0.00900611250739658,0.0,0.0980132655611843,0.0688804015862076,0.0871530211708191,8261.18118,3.0,2753.72706,0.8165292064211627
